@RELATION emotion_activation
@ATTRIBUTE rough_mean1 NUMERIC
@ATTRIBUTE rough_mean2 NUMERIC
@ATTRIBUTE rough_mean3 NUMERIC
@ATTRIBUTE rough_std NUMERIC
@ATTRIBUTE fluct_max NUMERIC
@ATTRIBUTE fluct_mean NUMERIC
@ATTRIBUTE key_mean NUMERIC
@ATTRIBUTE modality NUMERIC
@ATTRIBUTE sp_nov_mean NUMERIC
@ATTRIBUTE hcdf_mean NUMERIC
@ATTRIBUTE activation {-1, 1}

@DATA
-1.1798,-1.1877,-1.0107,-1.0071,3.3839,0.48697,0.7833,0.013429,-0.64272,1.0325,-1
-1.0049,-1.0235,-0.82789,-0.94326,2.8631,-0.15184,0.16031,-0.41116,0.033737,2.3908,1
-0.45048,-0.53052,-0.1776,-0.80615,-0.88184,-0.44452,0.16754,-0.030147,0.36959,1.179,1
-0.067758,-0.082909,-0.018292,-0.50671,0.9409,1.6376,0.2015,0.80942,2.2858,0.8815,1
4.1066,3.7427,4.5671,2.1255,-1.3029,-0.95334,-0.40745,0.50975,-0.99831,1.4668,1
0.38478,0.33214,0.47868,0.025542,-0.26793,-0.61891,-0.34122,2.2097,-1.1755,1.2847,1
0.61936,0.45826,0.97178,-0.16728,0.16991,1.4059,0.073937,0.63842,1.5098,0.8595,-1
0.76458,0.50383,1.3655,-0.29535,-0.67058,0.15011,0.12191,2.3118,0.81064,0.92693,-1
-1.4767,-1.5911,-0.98308,-1.7242,-0.44928,-0.86053,-2.365,2.0352,-0.9162,-2.7677,-1
-0.053441,-0.045141,-0.067246,-0.17917,0.16789,-0.21783,0.9807,-1.1327,-0.81891,-0.16202,-1
-0.14641,-0.080944,-0.30072,-0.16947,-0.55662,-0.45236,1.14,-0.54124,0.17617,0.9172,1
-0.25219,-0.28681,-0.12828,-0.16735,-0.79971,-0.48782,0.26399,1.0013,-1.1081,-1.2701,1
-0.698,-0.74687,-0.47905,-0.9514,-0.0039757,0.76919,1.379,0.81631,2.0551,-1.1194,1
0.087309,0.028434,0.2348,-0.21075,-0.51311,-0.68804,0.66251,1.174,0.04947,0.59439,1
1.7568,2.5462,-0.59338,4.5019,-0.39472,0.57586,-0.27181,-2.0868,-0.82356,0.17015,1
0.54092,0.53623,0.48952,0.26945,2.9441,4.7945,0.34541,0.86326,-0.1618,1.0577,1
0.14616,0.13318,0.16278,0.075459,-0.74844,-0.049596,-1.7118,0.69655,-0.29475,1.5547,1
0.51561,0.532,0.4088,0.2995,-0.21213,-0.65882,-1.0999,0.51002,0.69128,1.8513,1
-0.59301,-0.47207,-0.84073,-0.034784,-0.6148,-0.85886,-1.6823,2.3939,-0.67082,-1.0672,1
1.0107,1.1298,0.56547,1.3766,-0.63025,-0.52124,-0.87705,0.4044,0.068203,0.68776,-1
-1.2363,-1.2689,-0.99341,-1.2216,-0.53359,-0.2311,-0.14055,-2.0426,-0.3451,-0.21369,1
-1.0333,-1.0787,-0.78193,-1.0393,0.51794,0.098686,-1.8168,-0.19681,-0.17695,-0.7651,1
-0.95748,-0.9694,-0.80747,-0.79089,1.9915,1.5564,0.60872,-1.4119,-0.33419,-0.47718,-1
-0.3557,-0.36894,-0.27418,-0.50205,-0.19338,-0.020388,0.21153,-0.36678,0.12065,0.29815,1
-0.86675,-0.90542,-0.65271,-0.86646,-0.15628,-0.011728,0.6327,-0.63825,2.1475,0.86138,1
0.25281,0.20818,0.34134,0.11213,-0.85464,-0.39181,-0.89091,-0.38198,-0.1628,0.060335,1
1.0058,0.84696,1.305,0.37493,-0.55218,-0.027133,-1.1077,-0.52532,1.3496,-0.11341,1
-0.11214,-0.12907,-0.05321,-0.32229,1.6272,0.33443,0.98627,-0.21763,-1.1617,0.04627,-1
0.083173,0.015283,0.2547,-0.2277,0.626,-0.35263,1.537,-0.80221,-1.7968,-0.21776,1
0.031657,0.090701,-0.13469,0.26664,-0.27786,0.35251,0.13053,0.9833,1.3349,0.52718,-1
-0.08555,-0.13858,0.069204,-0.53383,-0.064671,0.36972,0.97218,0.22401,0.26293,1.0804,-1
0.017657,-0.16744,0.51029,-0.78874,0.055079,1.3634,0.27019,0.14797,1.4134,0.47619,1
-0.31497,-0.38135,-0.098747,-0.72751,1.3439,1.0985,2.3014,0.74834,-0.61341,-0.63697,1
-0.16238,-0.16881,-0.12838,-0.17021,1.0167,0.43872,3.5539,-2.2838,-0.88104,-1.4918,-1
-0.47887,-0.57177,-0.16981,-0.37373,0.15164,0.87489,0.55947,0.66634,-0.55043,0.0536,-1
-0.8494,-0.83818,-0.77248,-0.70586,0.38707,0.22185,-1.2972,0.7309,-0.7182,-1.1353,-1
-0.064001,-0.015578,-0.18697,-0.20097,2.801,1.5485,-1.6334,1.6736,1.5865,-0.44088,1
-0.25488,-0.27692,-0.16275,-0.23481,-0.53552,-0.7104,0.41718,0.77482,-0.94417,0.43639,1
1.8324,1.5602,2.3292,0.91525,-0.033981,0.88768,0.24525,1.2832,0.32332,0.63409,1
2.3834,2.2347,2.4793,1.505,0.27874,0.88753,-0.32347,0.86801,0.39158,0.90974,1
1.0166,1.5666,-0.58723,3.4777,1.4543,-0.14943,0.1854,-1.1026,-1.4255,0.0096107,1
0.12928,0.34447,-0.4666,0.33678,1.1102,1.0344,1.0946,-0.056649,-0.77659,2.032,1
0.15265,0.042534,0.42747,-0.18982,-0.63961,-0.10969,0.66541,0.28817,-0.66916,-0.39408,-1
1.2292,1.41,0.58892,2.0168,-0.20741,0.18739,-0.48726,-0.32438,-0.52375,0.72229,1
2.6248,2.9766,1.3546,2.6609,-0.80348,-0.67615,0.086836,-0.59036,0.10446,0.68124,1
1.7122,1.8804,1.0454,1.5823,-0.4435,0.48836,-2.0549,-0.93598,-0.23348,-0.51868,-1
-1.4541,-1.5255,-1.0789,-1.5289,1.9193,-0.18058,0.58373,0.93567,-1.7246,0.90682,1
0.11107,-0.1437,0.77998,-0.84602,-0.92261,-0.39976,-1.0979,0.20209,0.037054,-1.0008,1
0.69467,0.33104,1.5829,-0.6653,-0.79523,-0.4424,-0.13134,-0.45176,-1.7796,-0.5958,1
0.46334,0.58976,0.06509,0.51226,0.8163,0.90436,0.90671,0.25204,-0.19465,-0.31285,1
1.2282,1.4889,0.37235,1.7162,0.52653,0.63449,-0.22657,0.77051,0.17731,0.033411,1
1.0637,1.301,0.28454,2.4176,1.2266,1.4082,0.16055,1.9194,0.71455,-0.31958,-1
-0.18482,-0.12852,-0.31697,-0.066397,0.41366,1.568,1.1975,-1.8027,0.23674,1.0368,-1
-0.27167,-0.26921,-0.24618,0.36278,0.23553,0.67119,1.4962,-0.72099,-0.4481,0.74323,1
0.4377,0.56119,0.05177,0.30878,-0.045931,-0.021815,0.83521,0.89184,-0.076862,0.93923,1
-0.64981,-0.70815,-0.41088,-0.90338,-0.090117,-0.073003,2.334,-0.41643,-0.046686,-0.13513,1
-0.46577,-0.42221,-0.52378,-0.22477,-0.833,-0.32713,-1.1394,-1.7491,-0.0051234,-0.17598,1
0.02101,-0.093871,0.32532,-0.542,-0.31927,0.33385,0.65553,0.33144,1.1134,0.50477,1
-0.38101,-0.47575,-0.078154,-0.72279,-1.0383,-0.80187,0.65831,-1.2368,-0.75258,0.55532,1
-1.492,-1.5866,-1.0496,-1.6578,0.59292,-0.22043,0.19196,-0.20787,-0.094958,-0.87456,1
-0.70097,-0.70667,-0.5957,-0.75338,0.59677,-0.72125,-0.56651,0.3269,-0.70225,0.90436,1
1.7227,1.508,2.08,0.69933,-0.86279,-0.26904,0.2703,0.3422,0.27078,1.5182,-1
-0.26059,-0.20282,-0.38197,-0.29872,-0.20328,0.12352,-0.14766,-0.49745,1.6994,1.3104,1
-0.20824,-0.2101,-0.17816,-0.10599,-0.69625,-0.15923,0.79491,0.36812,0.16889,0.47057,-1
0.17713,0.052667,0.48605,0.027022,-0.076574,0.1065,-0.54648,-1.9489,1.4385,-0.58967,1
-1.302,-1.3679,-0.96043,-1.4494,-0.67224,-0.2408,-0.23426,0.14575,-0.601,-1.465,1
2.9172,2.7273,3.0583,1.9328,0.68579,2.6994,0.68879,0.27716,0.70961,0.88755,1
0.70946,0.92249,0.04865,1.0454,0.22465,-0.53927,-2.1236,1.4289,0.3506,0.54064,-1
0.11935,0.15854,0.00075379,0.0078278,-0.98403,-0.8086,0.71571,1.0568,-0.36265,0.36735,-1
-1.5613,-1.6506,-1.1244,-1.6779,-0.89479,-0.99411,-1.0368,-1.6735,-1.7539,-2.101,-1
-0.014611,0.016006,-0.094394,-0.10463,-0.66123,-0.50372,-2.7187,0.036503,1.7577,0.71873,-1
0.60119,0.38875,1.0939,-0.22738,-0.57704,0.063944,0.8148,0.099434,-0.13042,0.29872,1
1.5059,1.198,2.1404,0.17829,-0.73935,-0.3185,0.51639,0.15488,-0.37024,1.1565,1
0.10486,0.088264,0.13401,-0.21886,0.36432,1.6472,-0.45103,-0.35313,2.0734,1.7834,-1
-0.03625,-0.017383,-0.080547,-0.35288,-0.41008,0.43854,1.3397,-1.2671,2.2288,1.7211,1
2.7636,2.559,2.9625,3.5784,-1.0447,-0.46254,0.87169,0.15598,-0.69592,0.25414,1
-0.39754,-0.40483,-0.32686,-0.32742,-0.54133,-0.65058,0.47101,0.40933,0.30552,1.1454,1
3.296,2.9792,3.7258,2.0121,-0.33529,0.21078,-0.96991,0.71618,-0.84747,0.089914,1
0.27848,0.20028,0.45537,-0.1157,-0.71565,-0.73044,0.45388,-0.67197,1.474,1.2192,-1
0.52273,0.88267,-0.51101,1.6219,0.57421,0.37856,0.83579,0.17352,0.72606,-0.056192,-1
0.27418,0.23869,0.33701,-0.055509,-0.17792,-0.73411,-1.3887,2.283,0.74201,-0.70695,-1
-0.47997,-0.56039,-0.20244,-0.80843,-1.2312,-0.98788,-0.52246,-0.079708,-1.1797,-1.4991,1
0.82188,1.1716,-0.21743,1.6418,0.17431,-0.6147,-0.76226,0.04118,-0.66081,1.732,1
-0.25261,-0.19763,-0.36722,0.075801,-0.36287,-0.77664,-0.36823,0.31394,-0.24273,-1.5835,1
-0.12153,-0.18617,0.068139,-0.42356,-0.21866,-0.58433,0.46942,-1.2585,1.051,-0.87965,1
-0.34203,-0.22184,-0.62515,0.46303,0.15756,0.71776,0.29875,1.1705,0.44126,-0.27581,1
-1.1127,-1.0841,-1.0498,-0.83723,1.5608,0.46039,0.10791,-0.092168,0.79444,0.74907,1
2.2439,2.7065,0.72205,2.9989,0.54266,0.75451,-0.39236,-0.27179,0.98371,0.92396,-1
-0.84042,-0.8688,-0.65982,-0.62959,1.0309,0.61421,2.6081,-0.11376,0.37064,-2.337,-1
2.7467,2.2204,3.8045,0.89898,-0.11794,0.9028,-1.5113,-0.3514,1.0758,-0.87388,-1
-0.29469,-0.39647,0.016804,-0.73501,-0.50639,-0.52756,0.49389,-1.0732,-1.1178,0.9239,-1
-0.092038,-0.1718,0.13348,-0.49613,-0.56065,0.21123,-0.16504,-0.65516,1.8911,0.65834,-1
-0.79315,-0.92798,-0.33103,-1.1914,0.67799,-0.24123,1.2816,0.46164,-1.3246,-0.058771,1
-1.3155,-1.3764,-0.98552,-1.0967,-0.16981,-0.21851,-1.7974,-0.20512,-0.16015,-1.0897,-1
1.4601,1.3369,1.6078,0.67819,-0.51941,-0.19871,0.20727,-0.33913,-0.28345,-0.34853,1
0.41419,0.74952,-0.53686,2.1529,0.68893,-0.52953,-0.057535,0.023607,-0.87692,0.65719,1
-1.2745,-1.3273,-0.97213,-1.3101,-0.41058,-0.47469,0.57504,0.0057188,-1.1606,-2.1549,-1
-0.83488,-0.76291,-0.92449,0.16487,-0.32369,-0.17919,-0.90343,-2.2748,1.277,-1.3533,-1
-0.77642,-0.76229,-0.71706,-0.62405,1.7432,0.32069,-0.69696,-0.4019,-0.060384,-2.1935,-1
1.046,1.2123,0.47161,1.2456,-0.92599,-0.83706,-0.096687,-0.055919,0.14165,0.2086,-1
1.9615,2.101,1.3389,2.1,0.29462,1.1141,-0.087969,0.01742,2.6794,-0.12585,-1
-0.74566,-0.71365,-0.73697,-0.63442,1.6645,-0.23456,-0.94564,0.34254,-0.9251,-0.33342,-1
-1.3158,-1.3274,-1.1216,-0.77449,1.2984,1.6815,0.38794,0.23078,-0.14017,-1.3975,-1
1.5435,1.431,1.6481,0.88326,-0.78229,-0.056125,-0.27003,0.90971,-1.3602,-0.6375,1
0.6447,0.47887,1.0082,0.1328,-0.98085,-0.95771,-1.8928,1.0629,0.83806,-1.6897,1
-0.31336,-0.41037,-0.012305,-0.64828,1.6465,2.8164,-0.50351,-0.83512,0.64546,-0.22246,1
-0.21238,-0.33387,0.14069,-0.25246,-0.73585,-0.63768,-1.8044,-1.3691,0.072221,-0.66159,-1
-0.50826,-0.52724,-0.39262,-0.63821,0.074414,-0.46111,0.35039,-0.057859,-0.16475,0.89709,-1
-0.40305,-0.40442,-0.34788,-0.36424,-0.22936,0.11888,1.0318,0.074485,0.97061,-0.075184,1
-0.7907,-0.77016,-0.7449,-0.64221,0.7283,-0.66145,-2.0249,0.081594,-0.08929,0.94181,1
1.903,2.1091,1.119,1.8916,-1.4773,-1.2171,0.18227,-1.386,-0.58194,-2.1731,1
-0.086033,-0.05509,-0.15807,-0.010966,-0.31472,-0.36553,-0.13346,-0.53259,-0.33544,0.90161,1
0.95667,0.77866,1.3121,0.38228,-1.0892,-0.53174,-0.51363,1.318,-1.5644,0.3602,-1
0.42184,0.32919,0.61563,-0.039674,0.12029,0.55239,-2.3205,-2.5274,0.12413,-0.030335,-1
0.39715,0.39565,0.35245,0.21803,-1.2861,-1.0646,0.41873,-2.2662,-0.41027,0.15684,1
-1.3758,-1.4205,-1.0817,-0.91058,-1.1,-0.96722,-3.2949,-3.3585,0.61828,-2.3043,-1
-0.88744,-0.91787,-0.6935,-0.88023,-0.33709,-0.33108,0.13381,-1.1679,-0.31964,-1.2059,-1
0.11748,0.010523,0.39014,-0.26229,-0.11554,-0.68475,2.1072,-1.1982,-0.51925,-1.0635,-1
0.47571,0.40245,0.61482,0.11696,-0.8114,-0.75802,-1.0119,-1.186,0.25661,-1.436,-1
-1.6869,-1.8027,-1.163,-1.9334,0.041667,-0.60113,-0.13434,-0.73789,-0.93229,-2.5349,1
-0.69843,-0.71318,-0.56967,-0.65057,-0.78624,-0.75589,0.094109,2.1327,-1.1833,0.15774,1
-1.1014,-1.0615,-1.0683,-0.81522,4.8633,-0.29314,0.06726,0.22924,-0.93617,0.7046,1
0.58859,0.90385,-0.33204,2.0337,3.6127,0.72165,0.27588,0.56666,0.40268,0.72704,-1
-0.54267,-0.51826,-0.53748,-0.48923,2.2637,-0.47388,-0.56534,-0.26996,1.1455,0.90009,-1
-1.2675,-1.2684,-1.1053,-0.36907,0.52086,-0.98631,-0.035513,-0.99972,-1.4311,-1.012,-1
0.16586,0.25917,-0.10299,0.36715,-0.86795,-0.80554,0.38047,0.30247,0.41872,-0.67463,1
0.37317,0.36297,0.35555,0.15104,0.42266,-0.69661,0.48569,-2.2018,-0.97825,0.13109,-1
-0.14135,-0.0072261,-0.48406,0.4014,-0.45144,-0.16758,0.26704,0.23499,0.52767,0.39504,-1
-0.19365,-0.19864,-0.15539,-0.19005,-1.1298,-0.99109,-3.3372,-0.98877,-2.7203,-0.41173,1
-0.39583,-0.33648,-0.50268,-0.31557,-0.70301,-0.59009,1.2457,0.67822,-0.66172,0.14579,-1
0.014022,-0.057373,0.20394,-0.21405,-0.89471,-0.45332,0.81697,0.047753,0.89986,1.1111,-1
0.48369,0.39326,0.66442,-0.011791,-0.29237,-0.016568,0.95929,0.86293,2.3266,-0.050674,-1
1.4093,1.2856,1.5656,0.58922,-0.7038,-0.25179,0.19199,0.376,0.67095,1.5806,1
-1.2383,-1.251,-1.047,-1.192,2.9238,-0.20349,-0.74514,-0.0069711,-0.17875,1.0476,-1
-0.57559,-0.53153,-0.62012,-0.41574,1.5944,0.078227,-1.2435,0.22747,-0.72386,0.31318,1
-1.1669,-1.2228,-0.86912,-0.87334,-0.79159,-0.91066,-0.98983,0.056783,0.61955,-0.30534,1
2.9978,2.9411,2.7758,2.129,-0.64876,-0.78279,-0.052693,0.14302,0.1586,1.7713,-1
-0.5564,-0.53643,-0.53974,-0.38746,-0.018791,-0.21115,0.79185,0.32793,-0.34448,-0.74147,-1
0.40999,0.68821,-0.39164,0.76677,0.68142,1.2645,-0.12231,-0.32299,1.103,-0.32458,1
0.37681,0.67092,-0.45821,0.88918,-0.56446,-0.52222,-0.42146,-0.98247,0.35782,0.33343,1
-0.067605,0.095647,-0.50444,1.1514,0.81455,1.5588,-1.1232,-1.9324,-0.050828,-0.82536,1
