@RELATION emotion_activation
@ATTRIBUTE mfcc_mean_1 NUMERIC
@ATTRIBUTE mfcc_mean_2 NUMERIC
@ATTRIBUTE mfcc_mean_3 NUMERIC
@ATTRIBUTE mfcc_mean_4 NUMERIC
@ATTRIBUTE mfcc_mean_5 NUMERIC
@ATTRIBUTE mfcc_mean_6 NUMERIC
@ATTRIBUTE mfcc_mean_7 NUMERIC
@ATTRIBUTE mfcc_mean_8 NUMERIC
@ATTRIBUTE mfcc_mean_9 NUMERIC
@ATTRIBUTE mfcc_mean_10 NUMERIC
@ATTRIBUTE mfcc_mean_11 NUMERIC
@ATTRIBUTE mfcc_mean_12 NUMERIC
@ATTRIBUTE mfcc_mean_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_13 NUMERIC
@ATTRIBUTE mfcc_std_1 NUMERIC
@ATTRIBUTE mfcc_std_2 NUMERIC
@ATTRIBUTE mfcc_std_3 NUMERIC
@ATTRIBUTE mfcc_std_4 NUMERIC
@ATTRIBUTE mfcc_std_5 NUMERIC
@ATTRIBUTE mfcc_std_6 NUMERIC
@ATTRIBUTE mfcc_std_7 NUMERIC
@ATTRIBUTE mfcc_std_8 NUMERIC
@ATTRIBUTE mfcc_std_9 NUMERIC
@ATTRIBUTE mfcc_std_10 NUMERIC
@ATTRIBUTE mfcc_std_11 NUMERIC
@ATTRIBUTE mfcc_std_12 NUMERIC
@ATTRIBUTE mfcc_std_13 NUMERIC
@ATTRIBUTE mfcc_delta_std_1 NUMERIC
@ATTRIBUTE mfcc_delta_std_2 NUMERIC
@ATTRIBUTE mfcc_delta_std_3 NUMERIC
@ATTRIBUTE mfcc_delta_std_4 NUMERIC
@ATTRIBUTE mfcc_delta_std_5 NUMERIC
@ATTRIBUTE mfcc_delta_std_6 NUMERIC
@ATTRIBUTE mfcc_delta_std_7 NUMERIC
@ATTRIBUTE mfcc_delta_std_8 NUMERIC
@ATTRIBUTE mfcc_delta_std_9 NUMERIC
@ATTRIBUTE mfcc_delta_std_10 NUMERIC
@ATTRIBUTE mfcc_delta_std_11 NUMERIC
@ATTRIBUTE mfcc_delta_std_12 NUMERIC
@ATTRIBUTE mfcc_delta_std_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_13 NUMERIC
@ATTRIBUTE mfcc_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_mean_high_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_13 NUMERIC
@ATTRIBUTE activation {-1, 1}

@DATA
0.8163,0.5083,0.2398,-0.037372,0.11272,0.085832,-0.028152,0.10088,0.089159,0.066209,0.042022,-0.060849,-0.11638,1.2182e-05,0.00023369,-0.00023306,-0.00036484,0.00019506,-4.1904e-05,-1.0204e-05,-0.00015969,0.00015298,0.00030603,0.00014726,0.00020095,0.00012285,4.4235e-05,2.6799e-05,5.9542e-05,2.0034e-05,-5.9159e-05,6.8534e-05,8.5122e-05,-7.8285e-05,-3.8655e-05,1.7797e-05,7.6964e-06,-4.1473e-07,-2.8891e-05,0.38127,0.54383,0.34986,0.35351,0.305,0.28661,0.24556,0.22805,0.23277,0.25947,0.23482,0.28298,0.30237,0.08425,0.093008,0.082371,0.081225,0.076161,0.070188,0.071078,0.067542,0.063683,0.067955,0.062765,0.064058,0.064863,0.036632,0.038667,0.036459,0.035838,0.03303,0.029919,0.031661,0.029593,0.027995,0.029762,0.027367,0.027224,0.027139,0.17135,-0.41559,-0.38212,-0.61298,-0.41514,-0.40755,-0.45707,-0.31486,-0.29885,-0.35975,-0.41737,-0.60074,-0.70883,-0.11519,-0.0803,-0.05655,-0.043067,-0.028704,-0.014724,-0.0028617,0.013302,0.02824,0.044817,0.06239,0.080888,0.11684,-0.052776,-0.035035,-0.026225,-0.018145,-0.011798,-0.00616,0.00018987,0.0052468,0.011319,0.019355,0.026648,0.03664,0.050682,1.4847,1.4242,0.82818,0.60366,0.66408,0.59092,0.40339,0.48779,0.49988,0.53611,0.42914,0.39473,0.33647,-0.12096,-0.084335,-0.062377,-0.041651,-0.027587,-0.012049,0.00049169,0.01359,0.029808,0.043459,0.062657,0.086306,0.12056,-0.053341,-0.036795,-0.026843,-0.017605,-0.011752,-0.0057677,-8.8232e-05,0.0061028,0.012352,0.019309,0.026843,0.036769,0.052152,1
1.3652,0.54587,0.38813,0.0056775,0.016605,0.21696,-0.001962,0.13016,0.047966,0.074636,0.013256,0.08428,0.04232,0.00025657,-0.00032666,0.00031166,-0.00028284,-0.00034842,0.00030936,-1.0415e-05,-9.7739e-05,-0.00018008,-0.00025272,-9.6523e-05,3.5881e-06,8.5703e-05,7.6029e-05,-0.00012206,-3.4094e-05,1.0649e-05,4.497e-05,1.0281e-05,-0.00011794,-5.5894e-05,2.372e-05,3.2423e-05,1.9665e-05,3.5889e-05,9.5051e-05,0.41308,0.67034,0.38122,0.42572,0.3582,0.29345,0.25815,0.23147,0.23196,0.22959,0.2377,0.22741,0.23427,0.083737,0.096837,0.086754,0.0874,0.082597,0.085827,0.074255,0.069239,0.064558,0.062835,0.067391,0.058288,0.061047,0.036388,0.038952,0.037416,0.037463,0.036383,0.038728,0.033275,0.031793,0.028608,0.028384,0.030206,0.026081,0.026748,0.70009,-0.50636,-0.3038,-0.72078,-0.62018,-0.28648,-0.46149,-0.2696,-0.34651,-0.32499,-0.39132,-0.2935,-0.41051,-0.12521,-0.085801,-0.064636,-0.043791,-0.029272,-0.014149,-0.0003885,0.01309,0.028198,0.043336,0.062421,0.089088,0.12661,-0.055907,-0.039261,-0.027959,-0.019069,-0.01281,-0.0061184,-0.00010637,0.0062273,0.012835,0.020151,0.029083,0.038897,0.056503,2.0989,1.8372,1.0351,0.73137,0.63496,0.72593,0.4472,0.53823,0.45907,0.47589,0.43809,0.51328,0.4252,-0.11971,-0.08493,-0.061879,-0.045571,-0.03066,-0.015318,-0.00017726,0.012649,0.029533,0.045857,0.062057,0.087539,0.12413,-0.055585,-0.039044,-0.028422,-0.019802,-0.012094,-0.0063263,0.00032038,0.0064024,0.012744,0.019909,0.027336,0.037448,0.054804,-1
1.3638,0.40073,0.18197,-0.12056,0.26075,0.0092988,-0.056449,0.047209,-0.053762,-0.023236,0.051637,0.11965,0.16969,-0.00013127,0.00077413,-0.00031005,-0.000514,0.000661,0.00055549,0.00032648,-4.2079e-05,-0.00030721,-0.00044137,0.0001188,-0.00019338,0.00029203,-0.00016812,9.3227e-05,-0.00018027,8.8385e-05,0.00025612,2.0674e-05,-0.00012519,-4.6429e-05,-4.4193e-05,-8.2857e-06,4.866e-05,-1.3032e-05,-2.6731e-05,0.43919,0.63299,0.3281,0.36399,0.36759,0.30648,0.25822,0.27642,0.29072,0.24486,0.24308,0.24344,0.23335,0.087929,0.10913,0.08709,0.087919,0.087409,0.078653,0.078084,0.07495,0.074252,0.065157,0.064008,0.059629,0.063028,0.035228,0.042401,0.036514,0.036509,0.037678,0.033978,0.033775,0.033401,0.032559,0.028548,0.027915,0.025437,0.027448,0.58111,-0.80337,-0.40519,-0.75971,-0.50002,-0.50903,-0.50884,-0.46385,-0.51059,-0.43439,-0.35951,-0.29913,-0.1976,-0.15393,-0.10332,-0.072407,-0.051969,-0.034477,-0.015762,0.0015398,0.018059,0.03495,0.054621,0.076687,0.10477,0.14873,-0.064355,-0.041917,-0.031166,-0.022944,-0.016136,-0.008892,-0.0017979,0.0061065,0.013779,0.021274,0.032099,0.045332,0.06535,2.1525,1.3869,0.74918,0.51533,0.80202,0.56468,0.40809,0.50192,0.48202,0.43091,0.49245,0.57359,0.63398,-0.13419,-0.094316,-0.06663,-0.046067,-0.028171,-0.011908,0.00035029,0.014564,0.028863,0.044751,0.064251,0.091199,0.13463,-0.057549,-0.038924,-0.027654,-0.020171,-0.012804,-0.0067373,-0.00037927,0.0064745,0.012807,0.020283,0.027906,0.039355,0.058797,1
1.3218,0.47923,0.17797,-0.17453,0.26449,0.12108,-0.012921,0.040165,-0.069659,0.024566,0.1337,0.015116,-0.035405,0.00043605,-7.1728e-05,5.0918e-05,-1.9417e-05,-0.00010825,-6.9126e-05,6.8452e-05,0.00011798,-0.00013855,0.00017677,7.2942e-05,-2.1267e-05,0.0001616,-9.6833e-06,5.0293e-05,-3.1668e-05,1.3389e-05,1.6177e-05,6.3771e-06,-3.9708e-05,4.6895e-05,-6.3062e-06,8.6062e-05,2.0765e-06,-3.118e-05,4.3044e-05,0.42025,0.55637,0.37731,0.35911,0.32449,0.26182,0.2614,0.25331,0.23674,0.25152,0.20395,0.34082,0.3293,0.085698,0.09719,0.085335,0.09043,0.076151,0.070738,0.073352,0.063686,0.067281,0.064998,0.058182,0.066573,0.064629,0.034375,0.038146,0.03507,0.038982,0.033008,0.030341,0.03235,0.026869,0.030401,0.028139,0.025816,0.029618,0.027649,0.58292,-0.61452,-0.49615,-0.75448,-0.37287,-0.34429,-0.47463,-0.38029,-0.48576,-0.37452,-0.25628,-0.68433,-0.65405,-0.13514,-0.085357,-0.063786,-0.045818,-0.028769,-0.014449,-0.000527,0.012353,0.029486,0.047298,0.065133,0.085934,0.12525,-0.055428,-0.038541,-0.028229,-0.020299,-0.012225,-0.0054371,0.0010253,0.0068338,0.013305,0.02014,0.028634,0.037917,0.052826,2.0381,1.3938,0.85127,0.49942,0.78337,0.57583,0.45414,0.49982,0.34534,0.51668,0.458,0.47774,0.50101,-0.12439,-0.082259,-0.059357,-0.039899,-0.022976,-0.0094587,0.0017178,0.01383,0.027828,0.042072,0.059064,0.077795,0.11359,-0.050045,-0.034488,-0.025833,-0.018897,-0.012178,-0.0067629,-0.001125,0.0047151,0.011714,0.01786,0.025948,0.036682,0.053825,-1
0.34432,0.65121,0.31866,0.22643,0.15599,0.13076,0.17662,0.14713,0.11,0.10489,0.011719,-0.054178,-0.014984,-0.0004596,0.00011742,-6.5108e-05,-0.00025362,3.6605e-05,0.00016997,0.00010555,3.6114e-06,2.0085e-05,-0.00017961,-0.00012947,-4.1863e-05,1.042e-05,-0.00014486,-1.159e-05,-2.0215e-05,1.7249e-05,3.1845e-05,-3.5538e-05,-3.1074e-05,2.1405e-05,2.1521e-05,-2.2362e-07,-1.2905e-05,1.8222e-05,3.129e-05,0.35508,0.41398,0.27153,0.3163,0.2885,0.24177,0.24716,0.23311,0.24171,0.2499,0.24718,0.29005,0.26254,0.090475,0.087952,0.078469,0.080469,0.076697,0.071311,0.074082,0.065404,0.069412,0.064184,0.066784,0.075029,0.070783,0.037928,0.036463,0.034155,0.035044,0.033865,0.031599,0.032642,0.028391,0.031374,0.02758,0.029323,0.032009,0.031318,-0.22285,-0.1361,-0.15673,-0.35598,-0.38393,-0.28775,-0.24761,-0.26274,-0.31009,-0.33984,-0.46258,-0.64714,-0.50179,-0.13517,-0.092993,-0.068653,-0.049315,-0.033613,-0.017093,-0.00076134,0.017104,0.031098,0.047866,0.068339,0.093188,0.13276,-0.056625,-0.04016,-0.029445,-0.021349,-0.014004,-0.008007,-0.0011143,0.0066073,0.013974,0.021473,0.030484,0.040858,0.059397,1.0151,1.3196,0.79653,0.75839,0.62821,0.55996,0.62366,0.56054,0.52649,0.54986,0.42033,0.39575,0.41595,-0.11944,-0.083239,-0.059594,-0.04424,-0.028561,-0.015985,-0.0011361,0.012822,0.027052,0.044145,0.061122,0.084262,0.12023,-0.050875,-0.036743,-0.02657,-0.018941,-0.01161,-0.0062447,0.00024066,0.006318,0.012071,0.019148,0.026454,0.03619,0.051216,1
1.5897,0.60454,0.29005,0.017885,0.12755,0.061547,0.091891,0.19584,-0.013142,0.073573,0.0028713,-0.0088451,-0.18586,0.0003218,2.9255e-05,0.00016581,0.00032066,-9.1043e-05,6.3702e-05,0.00056084,0.00011857,-0.0003322,-0.00020819,2.4994e-05,-3.5009e-05,-0.00042512,-4.9407e-05,3.5206e-05,-7.9885e-06,-4.253e-05,-4.7141e-06,4.0126e-05,-9.9639e-06,5.2987e-05,4.5129e-05,-1.8801e-05,-6.2355e-06,1.7478e-05,-6.031e-05,0.39693,0.46609,0.28009,0.42058,0.31315,0.30125,0.26305,0.29203,0.30289,0.4195,0.3014,0.43199,0.33015,0.085586,0.080742,0.071019,0.076555,0.072871,0.064784,0.063096,0.066668,0.063539,0.063922,0.064732,0.066153,0.065466,0.035764,0.033848,0.031391,0.032218,0.032159,0.027476,0.027094,0.029844,0.027729,0.026199,0.028063,0.027786,0.028264,0.91185,-0.30812,-0.18972,-0.74006,-0.4122,-0.41804,-0.40945,-0.38786,-0.64422,-0.77746,-0.55465,-0.74579,-0.75268,-0.12111,-0.087709,-0.064233,-0.04709,-0.02957,-0.015273,-0.0011005,0.014571,0.028648,0.04728,0.064882,0.087671,0.12582,-0.053192,-0.038413,-0.029785,-0.021503,-0.013589,-0.0074518,-0.0005902,0.007024,0.013396,0.020064,0.029019,0.038861,0.054794,2.3208,1.3841,0.79309,0.70852,0.66197,0.62421,0.51125,0.65447,0.41619,0.70243,0.52323,0.76441,0.37539,-0.1207,-0.082572,-0.057884,-0.039541,-0.023686,-0.0098123,0.0026759,0.016594,0.027937,0.040962,0.058292,0.079684,0.11464,-0.050629,-0.035774,-0.026248,-0.019053,-0.012281,-0.0051609,-0.00013694,0.0059206,0.011327,0.018021,0.02649,0.036557,0.051495,1
1.1119,0.69654,0.2032,0.014453,0.14705,0.078082,-0.040581,0.051475,0.088764,0.060442,0.12322,0.0080255,-0.077559,-0.00036162,-0.00031773,0.00019355,0.00042602,-0.00028759,-2.159e-05,0.00047595,0.0002444,0.0002699,1.953e-05,-0.00021872,-0.00023211,9.8163e-05,-5.2412e-05,2.7286e-05,-8.1412e-05,1.2383e-05,0.00015681,-0.00013405,-2.0998e-05,1.0955e-05,9.1423e-05,7.2605e-06,-3.2624e-05,3.4768e-05,-1.6694e-05,0.42538,0.78185,0.38871,0.33676,0.32378,0.26715,0.27312,0.24618,0.24439,0.2292,0.22723,0.29264,0.32416,0.090727,0.094398,0.085103,0.087147,0.07731,0.076207,0.06785,0.067207,0.070371,0.062714,0.0604,0.058661,0.065742,0.036402,0.037484,0.03645,0.037559,0.034286,0.033702,0.029943,0.030008,0.031385,0.027113,0.026929,0.025427,0.027881,0.46342,-0.90185,-0.43466,-0.55872,-0.41143,-0.42329,-0.49868,-0.36236,-0.33935,-0.33248,-0.28632,-0.56539,-0.70366,-0.12827,-0.081024,-0.059628,-0.04347,-0.027948,-0.013919,-0.00013141,0.013457,0.027177,0.041228,0.059173,0.080794,0.11874,-0.051258,-0.035097,-0.026064,-0.0184,-0.012465,-0.005733,-0.00043065,0.0049493,0.010981,0.017144,0.025567,0.035939,0.054587,1.936,1.821,0.90125,0.60179,0.72557,0.52311,0.45678,0.49089,0.51942,0.47607,0.51274,0.4767,0.4421,-0.13975,-0.095824,-0.069181,-0.049549,-0.031985,-0.015451,0.00034899,0.015415,0.033342,0.049941,0.068242,0.097215,0.14564,-0.059093,-0.042356,-0.029723,-0.021838,-0.014286,-0.0074232,-0.0009203,0.0065908,0.013941,0.021288,0.030714,0.041286,0.062932,-1
1.1623,0.7971,0.11184,-0.13344,0.0036496,-0.011485,0.018057,0.067262,-0.11604,0.062395,0.034945,-0.059306,-0.038073,0.00010599,-9.8542e-05,0.00012171,8.138e-05,-0.00026937,8.3135e-05,0.00014477,-0.00015336,-0.00022777,-4.29e-05,-0.00014906,-5.6652e-05,0.00016703,2.6801e-05,2.7095e-05,-4.3751e-05,-2.9631e-05,1.5403e-05,-4.1292e-05,-3.0116e-05,8.6465e-05,5.0011e-05,-3.8931e-05,1.7342e-05,2.0746e-05,2.3798e-05,0.34733,0.31629,0.30125,0.27097,0.30997,0.28507,0.33942,0.28702,0.29729,0.32424,0.27217,0.34459,0.30641,0.080259,0.07367,0.074747,0.070029,0.071368,0.068592,0.068745,0.060436,0.063589,0.063959,0.059753,0.066483,0.066608,0.032984,0.031363,0.032098,0.030674,0.030484,0.029379,0.029585,0.025729,0.027115,0.027135,0.025521,0.027356,0.02793,0.5425,0.2705,-0.41848,-0.59919,-0.56857,-0.57223,-0.58666,-0.44607,-0.61263,-0.54363,-0.46879,-0.71763,-0.59153,-0.11791,-0.07583,-0.05507,-0.038811,-0.026067,-0.013,0.00091845,0.012148,0.025859,0.038992,0.05558,0.077097,0.10992,-0.047597,-0.033906,-0.024207,-0.016592,-0.010782,-0.0054137,-0.00022364,0.0060331,0.011225,0.016429,0.023724,0.033264,0.049009,1.7806,1.3963,0.65109,0.33961,0.52508,0.43939,0.57028,0.55501,0.39735,0.60067,0.48877,0.51206,0.49121,-0.10412,-0.072561,-0.055626,-0.036555,-0.023643,-0.011757,0.0016149,0.013462,0.025092,0.036301,0.052011,0.071402,0.10621,-0.046551,-0.030395,-0.022591,-0.015642,-0.0098254,-0.004887,-0.00019792,0.0049424,0.011111,0.016451,0.023109,0.032175,0.045593,-1
1.1257,0.36462,0.14643,-0.013652,0.144,-0.012736,0.082018,0.0091563,0.0042553,0.18027,0.044803,0.21425,-0.035392,0.00026437,-0.00055894,-6.3254e-05,-0.00013694,-0.00030244,0.00050653,5.8839e-05,3.06e-05,7.7739e-05,-0.00014205,0.0001071,-5.5259e-05,0.00036464,-6.3765e-06,-3.0769e-05,-1.9143e-05,1.2811e-06,-3.2843e-05,-3.1219e-05,5.6227e-05,-4.1338e-05,-7.5669e-06,6.9739e-06,-3.2019e-05,2.0484e-05,3.063e-05,0.50347,0.65789,0.36758,0.36588,0.33488,0.31631,0.27929,0.23925,0.25713,0.30663,0.25551,0.27782,0.31972,0.083278,0.081052,0.069745,0.071607,0.064825,0.068115,0.061064,0.057689,0.05837,0.053889,0.054541,0.055593,0.056712,0.034241,0.032781,0.030286,0.030063,0.028347,0.029252,0.026717,0.024741,0.025851,0.023127,0.02353,0.024195,0.023384,0.26909,-0.86131,-0.50488,-0.65462,-0.39659,-0.56237,-0.40839,-0.41192,-0.49982,-0.37924,-0.4071,-0.2897,-0.66872,-0.10473,-0.07161,-0.05026,-0.035721,-0.022264,-0.0099647,0.00123,0.011821,0.023641,0.037106,0.052948,0.071609,0.10143,-0.042703,-0.030341,-0.0219,-0.015995,-0.0098765,-0.0051529,-0.0002659,0.0041912,0.008963,0.014744,0.022005,0.03066,0.045094,1.9573,1.4317,0.76698,0.62817,0.77715,0.54978,0.5551,0.43227,0.41151,0.66935,0.50971,0.6877,0.47362,-0.11159,-0.078322,-0.058642,-0.042235,-0.027124,-0.013196,-3.2153e-05,0.012531,0.026202,0.041161,0.056838,0.078901,0.11525,-0.048482,-0.033819,-0.025199,-0.017904,-0.012068,-0.0061208,7.0216e-05,0.0054373,0.011382,0.01735,0.025778,0.035171,0.048957,-1
1.0949,0.28826,0.1435,0.060595,0.054059,-0.015301,0.05922,0.043834,0.0934,0.10992,0.052731,0.13295,0.073452,-0.00016886,0.00012626,0.00016844,-0.00017882,6.5463e-05,0.00038915,-0.00022747,4.1707e-05,6.0589e-05,5.4583e-05,0.00016386,-5.6724e-05,-3.5684e-05,3.287e-05,-3.8814e-05,-5.1929e-05,-1.6895e-05,3.8902e-05,-9.9717e-05,-2.6557e-05,3.3015e-05,-5.9106e-05,2.2218e-05,-3.6833e-05,-3.3767e-05,-4.4769e-05,0.50184,0.81043,0.34937,0.3437,0.32661,0.33837,0.32999,0.26802,0.25089,0.31772,0.30182,0.31084,0.35022,0.081491,0.087109,0.076278,0.075948,0.068551,0.072301,0.069456,0.06524,0.062747,0.063348,0.064847,0.066428,0.065023,0.034403,0.034383,0.03304,0.032523,0.029772,0.0315,0.029722,0.028039,0.027685,0.026742,0.02732,0.027869,0.027097,0.31078,-0.8429,-0.48116,-0.55151,-0.47846,-0.59693,-0.50277,-0.41661,-0.36087,-0.53536,-0.59762,-0.37411,-0.52112,-0.12183,-0.085029,-0.060884,-0.041807,-0.027862,-0.012764,2.2954e-05,0.012062,0.027577,0.04174,0.058578,0.085916,0.12552,-0.054387,-0.037006,-0.025994,-0.018677,-0.011833,-0.0057642,-0.00015097,0.0055449,0.012097,0.019127,0.025734,0.035717,0.05212,2.0245,1.6666,0.73372,0.66497,0.66901,0.59507,0.62297,0.51435,0.51009,0.59251,0.49776,0.72781,0.71112,-0.10975,-0.076023,-0.054748,-0.038164,-0.023963,-0.013105,-0.00087456,0.010766,0.024327,0.039538,0.055579,0.076169,0.10924,-0.049115,-0.032942,-0.024383,-0.017215,-0.010457,-0.0048723,0.00059395,0.0053336,0.01082,0.016848,0.024046,0.033153,0.04903,1
