@RELATION emotion_activation
@ATTRIBUTE mfcc_mean_1 NUMERIC
@ATTRIBUTE mfcc_mean_2 NUMERIC
@ATTRIBUTE mfcc_mean_3 NUMERIC
@ATTRIBUTE mfcc_mean_4 NUMERIC
@ATTRIBUTE mfcc_mean_5 NUMERIC
@ATTRIBUTE mfcc_mean_6 NUMERIC
@ATTRIBUTE mfcc_mean_7 NUMERIC
@ATTRIBUTE mfcc_mean_8 NUMERIC
@ATTRIBUTE mfcc_mean_9 NUMERIC
@ATTRIBUTE mfcc_mean_10 NUMERIC
@ATTRIBUTE mfcc_mean_11 NUMERIC
@ATTRIBUTE mfcc_mean_12 NUMERIC
@ATTRIBUTE mfcc_mean_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_13 NUMERIC
@ATTRIBUTE mfcc_std_1 NUMERIC
@ATTRIBUTE mfcc_std_2 NUMERIC
@ATTRIBUTE mfcc_std_3 NUMERIC
@ATTRIBUTE mfcc_std_4 NUMERIC
@ATTRIBUTE mfcc_std_5 NUMERIC
@ATTRIBUTE mfcc_std_6 NUMERIC
@ATTRIBUTE mfcc_std_7 NUMERIC
@ATTRIBUTE mfcc_std_8 NUMERIC
@ATTRIBUTE mfcc_std_9 NUMERIC
@ATTRIBUTE mfcc_std_10 NUMERIC
@ATTRIBUTE mfcc_std_11 NUMERIC
@ATTRIBUTE mfcc_std_12 NUMERIC
@ATTRIBUTE mfcc_std_13 NUMERIC
@ATTRIBUTE mfcc_delta_std_1 NUMERIC
@ATTRIBUTE mfcc_delta_std_2 NUMERIC
@ATTRIBUTE mfcc_delta_std_3 NUMERIC
@ATTRIBUTE mfcc_delta_std_4 NUMERIC
@ATTRIBUTE mfcc_delta_std_5 NUMERIC
@ATTRIBUTE mfcc_delta_std_6 NUMERIC
@ATTRIBUTE mfcc_delta_std_7 NUMERIC
@ATTRIBUTE mfcc_delta_std_8 NUMERIC
@ATTRIBUTE mfcc_delta_std_9 NUMERIC
@ATTRIBUTE mfcc_delta_std_10 NUMERIC
@ATTRIBUTE mfcc_delta_std_11 NUMERIC
@ATTRIBUTE mfcc_delta_std_12 NUMERIC
@ATTRIBUTE mfcc_delta_std_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_std_13 NUMERIC
@ATTRIBUTE mfcc_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_low_13 NUMERIC
@ATTRIBUTE mfcc_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_mean_high_13 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_delta_mean_high_13 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_1 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_2 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_3 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_4 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_5 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_6 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_7 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_8 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_9 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_10 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_11 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_12 NUMERIC
@ATTRIBUTE mfcc_deltadelta_mean_high_13 NUMERIC
@ATTRIBUTE activation {-1, 1}

@DATA
1.0465,0.54144,0.23914,0.0084605,0.16324,0.075082,0.069162,0.043293,0.025702,0.11472,-0.050283,-0.15312,-0.10685,-0.00025876,-0.00031168,-0.00012103,9.438e-05,1.0019e-05,-0.00026634,-4.6664e-05,-0.00023523,-1.369e-05,-0.00015208,-6.0258e-05,-6.3674e-05,-0.00020379,-1.7676e-05,3.3861e-05,-5.6627e-05,3.2115e-05,5.3731e-05,3.2377e-05,-1.916e-05,-2.5782e-05,-1.4574e-05,-4.0536e-05,6.4727e-06,7.7957e-05,-2.4349e-05,0.42172,0.57146,0.32478,0.35495,0.39591,0.26288,0.28503,0.25689,0.25747,0.35753,0.36587,0.33584,0.37251,0.098265,0.094312,0.080067,0.090235,0.088197,0.075721,0.078895,0.074025,0.073995,0.074282,0.074838,0.07339,0.074477,0.041164,0.038786,0.034091,0.038513,0.038557,0.033407,0.035035,0.032718,0.032626,0.03167,0.03113,0.030291,0.031107,0.28465,-0.37847,-0.34311,-0.57407,-0.48063,-0.37934,-0.39782,-0.40302,-0.43192,-0.61544,-0.80082,-0.82456,-0.83394,-0.13638,-0.094065,-0.069456,-0.049032,-0.033265,-0.018073,-0.00265,0.0141,0.028072,0.047072,0.069498,0.097594,0.13998,-0.06283,-0.043045,-0.031218,-0.022039,-0.013938,-0.0067762,0.00040654,0.0076689,0.014383,0.021762,0.030139,0.041979,0.058886,1.7671,1.607,0.8104,0.66553,0.89384,0.5433,0.60217,0.49186,0.48094,0.65193,0.48911,0.37853,0.48109,-0.12982,-0.090509,-0.065964,-0.045686,-0.028881,-0.014588,0.0018388,0.014957,0.028962,0.047992,0.066891,0.093617,0.12803,-0.058614,-0.038968,-0.029157,-0.019551,-0.012306,-0.0064431,-0.00022623,0.0063968,0.012554,0.020933,0.029203,0.039928,0.057084,1
-0.030214,0.028644,0.21646,0.045389,0.14076,0.17427,0.13478,0.0037877,0.059755,0.13758,0.11713,0.063694,0.15404,2.9783e-05,-0.0003307,1.1548e-05,1.5928e-05,0.00017404,-5.2424e-05,-0.00031069,-5.3868e-05,9.8954e-05,4.4092e-05,-9.3985e-06,4.3885e-05,-9.8502e-05,-2.9735e-05,-9.0027e-05,4.2451e-06,-2.5566e-05,3.3156e-06,2.0062e-06,1.2508e-05,4.708e-05,3.9818e-05,2.0406e-05,1.626e-05,-3.7979e-05,9.3978e-06,0.32487,0.38413,0.27438,0.25837,0.2591,0.26584,0.27705,0.26024,0.29073,0.27436,0.25413,0.23394,0.21723,0.083818,0.087645,0.076913,0.079718,0.074677,0.074758,0.071824,0.072315,0.068552,0.073946,0.064903,0.060693,0.059222,0.037243,0.038935,0.034051,0.035399,0.033482,0.033873,0.032671,0.032261,0.030006,0.032632,0.02898,0.027219,0.026514,-0.56659,-0.60561,-0.26506,-0.39899,-0.33148,-0.32533,-0.35431,-0.48968,-0.46249,-0.35328,-0.36206,-0.35182,-0.24841,-0.12579,-0.088066,-0.065823,-0.04664,-0.031325,-0.015918,-0.0012305,0.013036,0.027408,0.044552,0.063986,0.091628,0.12969,-0.05648,-0.040982,-0.028724,-0.020155,-0.01286,-0.0055505,0.00044301,0.0061926,0.012572,0.020224,0.029507,0.039549,0.056508,0.58824,0.73052,0.70328,0.50492,0.5906,0.61771,0.60755,0.42948,0.55376,0.58953,0.52492,0.47913,0.52383,-0.11831,-0.082904,-0.061859,-0.042559,-0.026837,-0.013461,-0.00049533,0.013062,0.027518,0.044847,0.061044,0.08772,0.11831,-0.053466,-0.038518,-0.027168,-0.020011,-0.012584,-0.0063975,0.00012606,0.0062603,0.012938,0.020482,0.028415,0.03789,0.052791,1
0.21827,0.18012,-0.053295,-0.074223,-0.023549,0.14391,0.20005,0.048993,-0.11465,0.1095,0.060516,0.029932,0.12327,-4.9258e-06,0.00027854,0.00016678,0.00027814,-5.2938e-05,-0.00012176,0.00024288,2.6297e-05,-0.00026813,4.2359e-05,0.00036484,-0.00017677,0.00025397,-7.9575e-05,-2.1055e-05,2.1886e-05,-3.06e-05,-3.4992e-05,-4.1476e-05,-6.8413e-06,3.0304e-05,1.16e-05,-1.6653e-06,-3.9525e-05,8.3562e-06,1.3448e-05,0.37816,0.33717,0.30695,0.2666,0.28124,0.24817,0.2799,0.24514,0.30276,0.27648,0.27223,0.20903,0.21781,0.093192,0.0856,0.078146,0.07861,0.080406,0.075183,0.073928,0.069648,0.068577,0.069727,0.066181,0.060535,0.059642,0.040663,0.037541,0.034994,0.035116,0.03575,0.033702,0.032788,0.031078,0.030128,0.030844,0.028856,0.026929,0.026449,-0.42867,-0.42669,-0.60105,-0.52712,-0.50701,-0.29505,-0.29347,-0.39568,-0.70618,-0.43851,-0.43618,-0.32577,-0.25822,-0.12763,-0.09083,-0.067401,-0.048238,-0.031973,-0.014938,-0.0011516,0.013415,0.030307,0.044993,0.064656,0.091264,0.1325,-0.057201,-0.040091,-0.028604,-0.021041,-0.013344,-0.0070976,-0.00029225,0.0062457,0.013914,0.021226,0.028618,0.040281,0.056685,0.86137,0.75664,0.46986,0.39967,0.47866,0.57539,0.70319,0.46428,0.38148,0.5531,0.53072,0.41628,0.50459,-0.11152,-0.077324,-0.055456,-0.038884,-0.024761,-0.012198,0.00072926,0.013643,0.026578,0.03939,0.055546,0.075873,0.11099,-0.049435,-0.034972,-0.024244,-0.016965,-0.010597,-0.004743,-0.00011582,0.0059499,0.011434,0.017175,0.024796,0.033662,0.047754,1
1.243,0.31882,0.16119,0.22983,0.33032,0.11816,-0.094591,0.11313,0.047045,-0.066688,-0.013451,-0.067989,-0.035474,0.0013848,0.00075326,0.00026729,0.00033778,0.00051557,-0.00017057,-0.00014877,0.00021061,0.00054347,6.6662e-06,0.00011272,0.00065983,0.00011912,-7.0553e-06,2.9353e-05,6.2799e-06,2.6712e-05,-4.7756e-05,-0.00010779,-1.2283e-05,-0.00011471,3.3245e-05,-7.1705e-05,-7.2108e-06,1.9043e-05,2.4034e-05,0.4781,0.39948,0.31408,0.31043,0.3605,0.35119,0.28183,0.24094,0.25771,0.34308,0.28511,0.34426,0.21587,0.075507,0.086426,0.081247,0.077148,0.075633,0.076137,0.080438,0.068865,0.069438,0.062705,0.058089,0.06653,0.055496,0.031651,0.038347,0.037467,0.034468,0.03322,0.034193,0.035495,0.030842,0.030721,0.027198,0.026238,0.027876,0.024627,0.20914,-0.41683,-0.33002,-0.25537,-0.28938,-0.44398,-0.59793,-0.31026,-0.42887,-0.75633,-0.56976,-0.75677,-0.40132,-0.12491,-0.084484,-0.061205,-0.040618,-0.023585,-0.0094845,0.0040477,0.018743,0.032824,0.04808,0.065263,0.091522,0.13002,-0.056163,-0.03928,-0.027142,-0.019126,-0.012176,-0.006193,-0.00044237,0.0057013,0.012342,0.019504,0.028039,0.03991,0.054854,1.939,0.95515,0.76774,0.83664,0.99023,0.77548,0.40103,0.53906,0.46937,0.45002,0.43165,0.47041,0.352,-0.10378,-0.076627,-0.054148,-0.037712,-0.025151,-0.012289,-0.00026402,0.012213,0.025155,0.038992,0.057643,0.080991,0.11618,-0.0504,-0.035147,-0.025128,-0.01754,-0.011796,-0.0054364,0.00029838,0.0057123,0.011406,0.018179,0.024576,0.03423,0.051288,1
1.046,0.40096,0.14119,0.20168,0.29689,0.17292,0.006149,0.1103,0.084271,0.12322,0.03969,-0.13333,-0.036469,-6.7172e-05,-0.00029674,-0.00020061,-0.00041913,0.00022801,-0.00012409,9.1978e-05,0.00047005,-0.00025158,-2.0538e-05,0.000237,0.00017645,0.00010296,6.0958e-05,-0.00011124,6.2664e-05,6.7307e-05,6.6332e-05,1.1294e-05,-2.2033e-05,-3.8292e-05,3.4819e-05,-2.1482e-05,5.6444e-05,1.4961e-05,-3.4594e-05,0.36163,0.40633,0.33377,0.27927,0.27549,0.25768,0.26436,0.2317,0.23075,0.23551,0.27426,0.27834,0.24001,0.088339,0.090182,0.079557,0.07946,0.07803,0.075835,0.073992,0.069812,0.064098,0.065309,0.064587,0.063636,0.058594,0.038835,0.038556,0.034713,0.03529,0.034847,0.032811,0.033077,0.03096,0.028323,0.028992,0.028164,0.027432,0.024688,0.34128,-0.40359,-0.42427,-0.28304,-0.18405,-0.2577,-0.46226,-0.29882,-0.31963,-0.27884,-0.49229,-0.67542,-0.47498,-0.13023,-0.093004,-0.067487,-0.050226,-0.032527,-0.016824,0.00085899,0.017783,0.035265,0.050822,0.066073,0.088728,0.12981,-0.057818,-0.041011,-0.030325,-0.021591,-0.014789,-0.0073631,0.00027569,0.0070426,0.014328,0.022136,0.030383,0.041683,0.05919,1.6214,1.0428,0.77317,0.69646,0.77731,0.62755,0.46325,0.51103,0.4885,0.54329,0.47272,0.28728,0.36897,-0.11659,-0.080197,-0.059251,-0.043933,-0.027414,-0.014644,0.00040367,0.01598,0.028849,0.042565,0.061707,0.084837,0.11772,-0.051904,-0.036506,-0.02707,-0.017921,-0.011829,-0.005765,0.00036894,0.0053615,0.012048,0.019441,0.027431,0.03629,0.052782,1
1.1092,0.3068,0.045732,0.21789,0.24838,0.14565,0.035233,0.11309,0.085655,0.062868,0.12172,0.016623,0.053543,0.00038168,-0.00036125,-2.8981e-05,-5.2931e-05,-0.00014493,-6.8909e-05,-0.00012392,-1.444e-05,-8.6129e-05,0.00013539,0.00020951,-7.3732e-05,-0.00012441,9.2588e-06,5.2836e-05,9.0537e-05,-9.282e-07,-7.6189e-05,-7.188e-06,2.6029e-05,0.00015942,2.2769e-05,-8.7064e-05,5.4108e-05,5.364e-05,-5.4201e-05,0.42762,0.42532,0.31106,0.28063,0.26774,0.25635,0.25936,0.23896,0.23156,0.22158,0.23982,0.22641,0.21816,0.10968,0.095916,0.083928,0.078037,0.078308,0.076047,0.074889,0.071135,0.067093,0.065413,0.062884,0.061183,0.062359,0.045666,0.039837,0.036733,0.034263,0.035115,0.03419,0.033182,0.031409,0.029317,0.028972,0.027948,0.027446,0.027725,0.3589,-0.41597,-0.49189,-0.27385,-0.23239,-0.29556,-0.40553,-0.30128,-0.3197,-0.34151,-0.34228,-0.40567,-0.3143,-0.13007,-0.089484,-0.064462,-0.044476,-0.029622,-0.014819,-0.0014683,0.013344,0.027573,0.04538,0.062298,0.084453,0.12295,-0.055709,-0.037964,-0.02761,-0.019458,-0.012493,-0.00601,0.00066898,0.0063297,0.013112,0.019818,0.027739,0.038316,0.057317,1.8862,1.0857,0.59685,0.70727,0.70602,0.59219,0.50004,0.532,0.48963,0.43898,0.51062,0.38692,0.4481,-0.13187,-0.088466,-0.062118,-0.043807,-0.028153,-0.013268,0.001164,0.015738,0.030402,0.045884,0.063826,0.090716,0.12612,-0.058336,-0.041,-0.028234,-0.019235,-0.011112,-0.0048285,0.00043917,0.0068266,0.013861,0.020568,0.027986,0.038216,0.05448,1
0.88433,0.015789,0.25018,0.32274,0.21016,0.1915,0.013882,0.074409,-0.021925,0.02496,0.057066,-0.0070443,0.025528,-0.00010285,0.00028475,0.00014462,-0.00032934,0.00010137,1.1148e-05,-0.00011995,-3.3284e-07,0.00013439,-1.0974e-05,-0.00018084,-0.00012488,-2.9988e-05,-0.0001199,3.3551e-05,2.6446e-05,-1.7697e-05,-6.6536e-05,2.0795e-06,4.8032e-05,-9.9142e-06,-5.4338e-06,4.4689e-05,3.2243e-05,3.3456e-05,-5.1978e-06,0.37049,0.41774,0.30924,0.3177,0.27603,0.28491,0.25142,0.24365,0.23946,0.21881,0.21089,0.19753,0.19664,0.090641,0.094232,0.081902,0.080552,0.078777,0.082122,0.072049,0.071399,0.070056,0.067372,0.063933,0.059769,0.058235,0.036317,0.037377,0.034985,0.033718,0.033826,0.035738,0.031122,0.031222,0.030561,0.029724,0.027799,0.026285,0.025946,0.22734,-0.67705,-0.27305,-0.23505,-0.25924,-0.29451,-0.43722,-0.36476,-0.45221,-0.35438,-0.32068,-0.36003,-0.32632,-0.12095,-0.08725,-0.062527,-0.044552,-0.027245,-0.013893,0.00039073,0.014479,0.028528,0.042745,0.059364,0.083661,0.12479,-0.051587,-0.036366,-0.025105,-0.018163,-0.011541,-0.0056596,0.00021415,0.0058795,0.012216,0.018304,0.025396,0.034621,0.052175,1.5341,0.76102,0.80969,0.86426,0.70348,0.70421,0.45321,0.4942,0.38124,0.41343,0.41875,0.33712,0.36453,-0.12946,-0.091882,-0.068643,-0.045398,-0.028909,-0.014151,0.00077505,0.015296,0.030805,0.048102,0.068583,0.089798,0.12995,-0.058814,-0.040423,-0.028707,-0.019701,-0.012953,-0.0059922,0.0002272,0.0066618,0.013734,0.021015,0.029441,0.039833,0.056227,1
0.67124,0.45965,0.2467,-0.2499,0.29929,0.044509,0.035045,0.21853,-0.028316,0.08241,-0.15966,0.039967,-0.045852,0.00078926,0.00024117,0.00030616,0.00021665,0.00015691,-3.051e-05,2.9826e-05,-0.00025102,5.1166e-07,-0.00020143,-0.00033554,-9.4156e-05,-3.5716e-06,-8.0403e-05,1.5462e-05,-2.218e-05,2.3259e-05,-5.5098e-05,-2.9706e-05,2.7327e-05,4.352e-05,-7.7086e-06,-6.3252e-06,3.5866e-05,2.6924e-05,4.3725e-06,0.92655,0.38707,0.29395,0.34407,0.39529,0.27923,0.30094,0.2903,0.31697,0.39549,0.48067,0.52392,0.39803,0.10306,0.082399,0.074274,0.078151,0.073686,0.067449,0.067858,0.068103,0.062187,0.068229,0.062663,0.068296,0.059419,0.042493,0.035287,0.032095,0.034658,0.03192,0.030063,0.029958,0.030066,0.027185,0.029399,0.026024,0.027683,0.024791,-0.62865,-0.22361,-0.25126,-0.83772,-0.30279,-0.4562,-0.46001,-0.3124,-0.65823,-0.75682,-1.1772,-1.1826,-0.83912,-0.11157,-0.078803,-0.056392,-0.038891,-0.024752,-0.011794,-3.3205e-05,0.012658,0.027224,0.040133,0.057473,0.078854,0.10868,-0.048268,-0.032955,-0.024549,-0.017343,-0.01033,-0.0047356,0.0002469,0.0060241,0.010729,0.016759,0.02351,0.032853,0.048072,2.4405,1.1251,0.77518,0.33672,1.1054,0.51987,0.61227,0.71351,0.46505,0.64265,0.542,0.73799,0.58627,-0.12177,-0.083232,-0.059266,-0.042969,-0.025966,-0.011296,0.0016882,0.013971,0.027274,0.043098,0.060474,0.083993,0.11912,-0.052539,-0.036301,-0.026545,-0.018723,-0.012361,-0.0057121,7.9833e-05,0.0058926,0.011747,0.018558,0.025686,0.036491,0.052743,-1
1.7804,0.65266,0.36939,-0.086858,0.20951,-0.010638,-0.027149,0.099576,-0.16524,-0.045533,0.008836,0.012259,0.030256,-0.0005582,-0.00033319,0.00011673,-7.5418e-05,-0.00017448,-0.00057898,-0.00033444,4.0535e-05,8.359e-05,0.00016216,7.3842e-05,-0.00018442,-3.6844e-05,5.1691e-05,5.435e-05,-1.216e-05,5.491e-06,-3.6206e-05,-3.0818e-05,1.6291e-05,2.1267e-05,-4.5516e-05,2.4513e-05,-6.8179e-06,6.4372e-05,6.0402e-05,0.66595,0.43249,0.31255,0.37652,0.28527,0.31754,0.29958,0.3485,0.30172,0.39224,0.39532,0.42653,0.31698,0.1081,0.083401,0.075706,0.077164,0.066649,0.070499,0.067804,0.068383,0.065476,0.067953,0.068378,0.069362,0.062501,0.043478,0.035137,0.033279,0.03427,0.029466,0.030566,0.030147,0.029908,0.028705,0.028803,0.029347,0.028219,0.026283,0.58972,-0.15724,-0.19601,-0.76557,-0.30438,-0.5602,-0.59019,-0.64509,-0.78692,-0.83854,-0.81191,-0.92586,-0.64472,-0.14316,-0.096062,-0.067447,-0.047455,-0.02963,-0.013446,0.00035451,0.014411,0.028284,0.043686,0.062142,0.086485,0.13552,-0.05766,-0.039892,-0.028486,-0.019271,-0.012045,-0.0056581,0.00052512,0.0062495,0.013294,0.019778,0.028409,0.038027,0.058778,2.8299,1.3915,0.89608,0.51045,0.70845,0.54091,0.46356,0.61767,0.29548,0.59993,0.59727,0.69168,0.52635,-0.12603,-0.088047,-0.067174,-0.047268,-0.031148,-0.015676,-3.2309e-06,0.014521,0.029828,0.045495,0.063259,0.08861,0.12875,-0.05552,-0.038396,-0.028285,-0.020021,-0.012595,-0.0063321,7.4888e-05,0.0061001,0.012498,0.020608,0.029068,0.038632,0.054419,-1
0.22883,0.055652,0.11293,-0.10129,0.32912,0.1422,-0.012977,0.033189,0.11503,0.20792,0.084575,-0.15387,-0.01804,0.00054595,-0.00037613,0.00010257,-2.7194e-05,-3.9184e-05,0.00022718,-7.0616e-06,7.6585e-05,0.0001416,-1.251e-05,2.8551e-05,-0.00011117,-6.9388e-05,3.882e-05,-3.3663e-05,-1.1299e-05,-4.1961e-05,-2.0645e-05,2.1028e-05,3.8834e-05,-2.6091e-05,1.275e-05,-1.1749e-05,-3.2203e-05,-2.2442e-05,-2.7502e-06,0.45891,0.39698,0.32615,0.29563,0.31705,0.27641,0.26559,0.27843,0.255,0.25504,0.23634,0.27314,0.23746,0.092735,0.084875,0.070939,0.072372,0.070666,0.06515,0.068841,0.063896,0.05805,0.065543,0.060069,0.059552,0.052078,0.040232,0.036633,0.031203,0.030897,0.030817,0.028585,0.029928,0.027636,0.024431,0.028444,0.025777,0.026096,0.022081,-0.46396,-0.68586,-0.45916,-0.63045,-0.3009,-0.36014,-0.48444,-0.47162,-0.34152,-0.21829,-0.35308,-0.65973,-0.47702,-0.12062,-0.078403,-0.057509,-0.03939,-0.02554,-0.012052,0.0016862,0.013836,0.025338,0.037889,0.056831,0.078172,0.12172,-0.047368,-0.033424,-0.024692,-0.017897,-0.011968,-0.0059411,-0.00021736,0.0052841,0.010269,0.016867,0.024869,0.033852,0.050046,1.1651,0.75886,0.68356,0.41297,0.8287,0.6138,0.45448,0.5063,0.55035,0.66918,0.45961,0.28999,0.37041,-0.1114,-0.076597,-0.054552,-0.038001,-0.024021,-0.010738,0.0032913,0.016524,0.028534,0.040886,0.057623,0.076318,0.10612,-0.048348,-0.033646,-0.023997,-0.017097,-0.011299,-0.0055815,0.00027978,0.0060015,0.01124,0.017393,0.023848,0.03349,0.048568,-1
